id,Rings
90615,9.659751817348685
90616,9.827469245603545
90617,9.76761063805447
90618,10.51973061717081
90619,7.6210452392807895
90620,9.317856901751853
90621,10.79078425710555
90622,6.124824978504251
90623,7.945457752683556
90624,10.789768057848436
90625,12.018184885816892
90626,6.252100024061739
90627,10.329178235803838
90628,12.423711442790124
90629,7.392339180242567
90630,7.291673245126251
90631,11.888464796305541
90632,5.6725872544450535
90633,9.504073150565858
90634,10.12274049707848
90635,6.0728951385765795
90636,7.211395620563877
90637,9.098745741563757
90638,8.686756379450207
90639,9.664578740979573
90640,10.30771491455461
90641,8.223255588095506
90642,9.646483180788326
90643,5.6644711581886025
90644,10.561728865857452
90645,10.165718404694124
90646,9.168006320452006
90647,11.76724386953088
90648,13.050203891575633
90649,13.693998507621622
90650,10.197646684502564
90651,8.853963795902274
90652,8.526865644741424
90653,11.44870260170608
90654,6.182175041053874
90655,7.999633165588522
90656,10.701951542014022
90657,8.217011901708007
90658,6.807168682068671
90659,9.052314318969396
90660,7.128745293535477
90661,8.179811211836236
90662,7.253131431612564
90663,9.284573813461334
90664,7.636813067619013
90665,13.430806227837365
90666,8.926594671430777
90667,5.699155540292651
90668,9.902459355600712
90669,9.571529755028397
90670,9.318509138225382
90671,10.622447614911321
90672,8.937046839428588
90673,12.450864681518874
90674,7.4870184391875
90675,5.449140870158707
90676,12.208149645335153
90677,11.412934434104505
90678,4.647104729895287
90679,9.560111702340057
90680,9.736279884025521
90681,9.978855912170143
90682,15.285756595821475
90683,10.997045175992223
90684,11.253524617534573
90685,10.626181815873709
90686,7.010254162411224
90687,10.369557795140432
90688,8.977232624420898
90689,10.132972599642898
90690,19.042735009959618
90691,8.046334724201799
90692,10.613817866853708
90693,12.03867912870244
90694,9.211100590753212
90695,8.574838286038917
90696,10.036322803073277
90697,7.325018781838596
90698,9.382736942007954
90699,5.14142971282497
90700,10.826868363381564
90701,10.216850206748457
90702,10.391274779282671
90703,12.160234718984853
90704,4.7479606159487595
90705,10.980317056798269
90706,11.460524524063388
90707,6.11225009585994
90708,8.502288768741595
90709,9.333462732125547
90710,9.599332543622568
90711,9.402174808669749
90712,8.874475855341991
90713,14.982088666671991
90714,7.113395553445084
90715,8.52394253637493
90716,6.933359278367345
90717,9.546267839439675
90718,4.178387772867963
90719,5.509393877016381
90720,11.21866532147275
90721,9.054482286307705
90722,9.193046959566011
90723,7.873771210103758
90724,9.46361122020066
90725,6.8402167914329794
90726,7.5229166503244596
90727,8.384075131590048
90728,10.314936969911097
90729,10.182718890545308
90730,10.31261696083477
90731,5.731228144504753
90732,7.825696649453052
90733,10.23690419046232
90734,9.064859153275064
90735,7.811735218363751
90736,7.576928602006353
90737,5.762177405399834
90738,6.924356997405216
90739,14.862757839784766
90740,10.119218387432378
90741,5.480385088621197
90742,9.26852017199299
90743,12.297903011734926
90744,7.052121452824117
90745,7.948207348880761
90746,8.120293831121764
90747,4.194959510964174
90748,14.43026398629588
90749,9.64477050160704
90750,3.8991133411128036
90751,7.117638795054843
90752,8.302273275959365
90753,8.290546455609542
90754,9.110273219472976
90755,8.538324588581565
90756,8.972737822170151
90757,11.82304401424812
90758,8.688413454292954
90759,7.470146965427437
90760,7.767246218009294
90761,9.340734572480082
90762,9.11849217274633
90763,9.407366672412982
90764,12.823971077426629
90765,10.83118444014115
90766,7.37006459197368
90767,14.473086926528868
90768,12.048018742160389
90769,6.040196576519133
90770,10.409473176840914
90771,10.294937968829613
90772,5.755387167375288
90773,8.018287258279537
90774,7.364166946273647
90775,9.580534401009848
90776,7.496138518302974
90777,11.89121732464292
90778,10.729608127198537
90779,10.18476685586198
90780,9.957626360825115
90781,11.2173198669787
90782,7.864056505991261
90783,11.67268386030575
90784,6.746121262500083
90785,8.314523183299249
90786,6.081171551495422
90787,8.839782816186878
90788,3.908928673676453
90789,11.45932369611275
90790,8.463745971330852
90791,6.823467958996079
90792,6.7057820808620985
90793,6.455956514497977
90794,5.750338587806752
90795,11.20337692500289
90796,10.883787162136597
90797,10.149014217975743
90798,11.67083983017539
90799,8.231433750655214
90800,15.135521435289384
90801,10.20023598853802
90802,6.795195199848844
90803,11.14989690515185
90804,16.123661609670002
90805,10.122351076860177
90806,8.786349925927361
90807,10.71356814460809
90808,9.50982889463181
90809,12.276368297760131
90810,9.301509178739526
90811,9.277774758919412
90812,5.927923161494338
90813,9.881259457532227
90814,7.363323299369156
90815,7.899109848006972
90816,5.476403541572294
90817,9.873870807914134
90818,9.266993691013253
90819,6.95619440965779
90820,6.860688202090607
90821,9.728140191179948
90822,6.959785442604737
90823,5.729573792130667
90824,12.877598818781935
